,InvoiceNumber,OrderNumber,QuoteNumber,InvoiceDate,DueDate,InvoiceStatus,Customer,Comments,PostalAddress,DeliveryAddress,DeliveryInstruction,SubTotal,TaxTotal,Total,BCSubTotal,BCTaxTotal,BCTotal,CreatedBy,PaymentTerm,InvoiceLines,Guid,LastModifiedOn
47,SI-00000075,SO-00000075,,2020-12-07 14:02:13.916,2021-01-06 14:02:13.916,Completed,"{'CustomerCode': 'WADE', 'CustomerName': ""Wade's Apparel & Accessories"", 'CurrencyId': 110, 'Guid': '56de6b21-37c3-4aa8-a885-3da3490689aa', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.99,375.0,2874.99,2499.99,375.0,2874.99,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 2499.99, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'd3e68dcf-1d90-4afd-a576-c31268c882a2', 'LastModifiedOn': '/Date(1607302933916)/'}]",859d58d1-5f31-48df-9f23-336284270ab0,2020-12-07 14:02:13.916
48,SI-00000076,SO-00000076,,2020-12-07 14:02:13.916,2021-01-06 14:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1999.2,299.88,2299.08,2106.2,315.93,2422.13,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 16.0, 'InvoiceQuantity': 16.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 1999.2, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 299.88, 'BCUnitPrice': 131.6372, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '6d5e4f3b-08c9-4445-86ec-f0a3000aa43f', 'LastModifiedOn': '/Date(1607302933916)/'}]",f0832f29-8f26-466a-bd46-2c2f1d15b351,2020-12-07 14:02:13.916
49,SI-00000074,SO-00000074,,2020-12-01 14:02:13.916,2020-12-31 14:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2431.75,364.77,2796.52,2561.9,384.28,2946.18,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 147.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 22.13, 'BCUnitPrice': 155.394, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '70ad30d9-2302-409c-8af8-3599834f2bdc', 'LastModifiedOn': '/Date(1606784533916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 360.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 54.0, 'BCUnitPrice': 12.6422, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '3ca30516-acf2-4875-bfa5-acbaed7b9399', 'LastModifiedOn': '/Date(1606784533916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 15.0, 'InvoiceQuantity': 15.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 1874.25, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 281.14, 'BCUnitPrice': 131.6372, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'e0d93cf9-f431-4353-8b88-b23219d950d0', 'LastModifiedOn': '/Date(1606784533916)/'}, {'LineNumber': 4, 'LineType': None, 'Product': {'Guid': 'b5ba0cae-0e4b-460d-b288-16f0b124c0b8', 'ProductCode': 'NAIL-M', 'ProductDescription': 'Medium Nails'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 50.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 7.5, 'BCUnitPrice': 26.338, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '1d702d71-9b42-4004-b54a-7d65415e1b4d', 'LastModifiedOn': '/Date(1606784533916)/'}]",2984c57d-8709-4e5c-b58c-a0804612ad91,2020-12-01 14:02:13.916
50,SI-00000073,SO-00000073,,2020-11-27 14:02:13.916,2020-12-27 14:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3748.5,562.28,4310.78,3748.5,562.28,4310.78,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 3748.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 562.28, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'ac3f5f53-04fa-41ef-8d67-c6cc7a7c4c29', 'LastModifiedOn': '/Date(1606438933916)/'}]",8a162ba8-6f6d-4c6b-9281-9a46244c3dd0,2020-11-27 14:02:13.916
51,SI-00000072,SO-00000072,,2020-11-21 14:02:13.916,2020-12-21 14:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,4999.98,750.0,5749.98,5267.57,790.14,6057.71,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 4999.98, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 750.0, 'BCUnitPrice': 2633.7863, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'fd5af26a-122c-49bd-b53c-c7b37cf7764b', 'LastModifiedOn': '/Date(1605920533916)/'}]",5f80e798-1928-4d04-8acb-892143d0b920,2020-11-21 14:02:13.916
52,SI-00000071,SO-00000071,,2020-11-12 14:02:13.916,2020-12-12 14:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3123.75,468.56,3592.31,7029.14,1054.37,8083.51,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 25.0, 'InvoiceQuantity': 25.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 3123.75, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 468.56, 'BCUnitPrice': 281.1656, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'd6516ada-6fb9-498d-9816-1512808dd9fa', 'LastModifiedOn': '/Date(1605142933916)/'}]",404cecd7-1a0b-42c0-a544-bbba417dd0c8,2020-11-12 14:02:13.916
53,SI-00000070,SO-00000070,,2020-11-05 14:02:13.916,2020-12-05 14:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,360.0,0.0,360.0,360.0,0.0,360.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 30.0, 'InvoiceQuantity': 30.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 360.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 12.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '589ac8df-4bca-4782-9019-49cdc418c973', 'LastModifiedOn': '/Date(1604538133916)/'}]",e0499f13-bcfa-4d2b-bd3d-667b51abe426,2020-11-05 14:02:13.916
54,SI-00000069,SO-00000069,,2020-10-29 14:02:13.916,2020-11-28 14:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2997.0,449.55,3446.55,6743.92,1011.59,7755.51,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 2997.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 449.55, 'BCUnitPrice': 2247.9748, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '757acf32-881b-44fd-b55a-9b1b3f6e9546', 'LastModifiedOn': '/Date(1603933333916)/'}]",e55df563-01bc-4082-a134-0c7ac775cd02,2020-10-29 14:02:13.916
55,SI-00000068,SO-00000068,,2020-10-26 14:02:13.916,2020-11-25 14:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,99.8,14.97,114.77,148.4,22.26,170.66,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '01184e86-570a-4a68-ba0d-9ae46e6d4f5e', 'ProductCode': 'SCREWS', 'ProductDescription': 'Box of Screws'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 4.99, 'DiscountRate': 0.0, 'LineTotal': 99.8, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 14.97, 'BCUnitPrice': 7.4201, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'cca3b5e6-aa67-43b5-bd3f-b274de61e7cf', 'LastModifiedOn': '/Date(1603674133916)/'}]",7f275d32-a723-476e-baad-6d2567410851,2020-10-26 14:02:13.916
56,SI-00000067,SO-00000067,,2020-10-22 14:02:13.916,2020-11-21 14:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,469.99,0.0,469.99,698.87,0.0,698.87,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 370.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 275.0929, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '10a31155-0733-4c53-9c1d-a351cc0a5afd', 'LastModifiedOn': '/Date(1603328533916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 99.99, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 148.684, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'e24a36cf-41d3-4384-884d-3d69088f2e76', 'LastModifiedOn': '/Date(1603328533916)/'}]",a0945bfe-91f1-4c0e-bd67-bf5eb9f937b2,2020-10-22 14:02:13.916
57,SI-00000066,SO-00000066,,2020-10-17 14:02:13.916,2020-11-16 14:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,442.5,66.38,508.88,466.18,69.93,536.11,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 442.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 66.38, 'BCUnitPrice': 155.394, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'fe663b9b-3912-407e-b919-72c15742965b', 'LastModifiedOn': '/Date(1602896533916)/'}]",66084510-e17f-4d58-9e13-8bb4a5a6cb0c,2020-10-17 14:02:13.916
58,SI-00000065,SO-00000065,,2020-10-10 14:02:13.916,2020-11-09 14:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,999.9,149.99,1149.89,2250.0,337.5,2587.5,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 999.9, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 149.99, 'BCUnitPrice': 225.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '9b33d506-2650-4cf2-b5a4-c0b83352d7ff', 'LastModifiedOn': '/Date(1602291733916)/'}]",5ec794e8-b327-44c8-9877-1773b5ea447b,2020-10-10 14:02:13.916
59,SI-00000064,SO-00000064,,2020-10-07 14:02:13.916,2020-11-06 14:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2928.9,439.34,3368.24,3085.65,462.84,3548.49,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 22.0, 'InvoiceQuantity': 22.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2748.9, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 412.34, 'BCUnitPrice': 131.6372, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '5ae35bc6-8caa-430d-a188-2391c59ae78c', 'LastModifiedOn': '/Date(1602032533916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 15.0, 'InvoiceQuantity': 15.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 180.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 27.0, 'BCUnitPrice': 12.6422, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '86e8069d-7481-4304-8ede-dfa6fc116303', 'LastModifiedOn': '/Date(1602032533916)/'}]",18f7ccf0-9ad7-483d-bd84-c5c9fb5c66e0,2020-10-07 14:02:13.916
60,SI-00000063,SO-00000063,,2020-09-25 13:02:13.916,2020-10-25 14:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,4999.98,750.0,5749.98,5267.57,790.14,6057.71,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 4999.98, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 750.0, 'BCUnitPrice': 2633.7863, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'fece4880-0934-4e15-9d6e-26132bad145f', 'LastModifiedOn': '/Date(1600995733916)/'}]",55c3df73-b7f1-4ecc-a383-dacd66480045,2020-09-25 13:02:13.916
61,SI-00000062,SO-00000062,,2020-09-21 13:02:13.916,2020-10-21 14:02:13.916,Completed,"{'CustomerCode': 'EMWAR', 'CustomerName': ""Emmanuel's Discount Warehouse"", 'CurrencyId': 151, 'Guid': '1ced0364-4788-42c9-9d2e-0ca40e30f16c', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1998.0,0.0,1998.0,2971.0,0.0,2971.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 1998.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 1485.5019, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'ee17dd4b-04c8-4cbc-893a-c79fd148ef78', 'LastModifiedOn': '/Date(1600650133916)/'}]",70e4fb05-2460-42cb-a443-cd7ac9b2d3a1,2020-09-21 13:02:13.916
62,SI-00000061,SO-00000061,,2020-09-18 13:02:13.916,2020-10-18 14:02:13.916,Completed,"{'CustomerCode': 'WADE', 'CustomerName': ""Wade's Apparel & Accessories"", 'CurrencyId': 110, 'Guid': '56de6b21-37c3-4aa8-a885-3da3490689aa', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,625.0,93.75,718.75,625.0,93.75,718.75,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'd5c1e57d-d905-44b8-a15d-887cbc3b2a4e', 'ProductCode': 'NAIL-L', 'ProductDescription': 'Large Nails'}, 'OrderQuantity': 25.0, 'InvoiceQuantity': 25.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 625.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 93.75, 'BCUnitPrice': 25.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'f46c35ec-5c77-413b-afa5-d7cddd28f4ea', 'LastModifiedOn': '/Date(1600390933916)/'}]",5d33ceac-f510-455f-a95e-65e9e4c7f19c,2020-09-18 13:02:13.916
63,SI-00000060,SO-00000060,,2020-09-14 13:02:13.916,2020-10-14 14:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3479.0,521.85,4000.85,3479.0,521.85,4000.85,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2499.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 374.85, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'cb938d87-1c6b-42a9-8b23-7ff3b551e077', 'LastModifiedOn': '/Date(1600045333916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 740.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 111.0, 'BCUnitPrice': 185.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '81d8605b-5faf-4bee-a51b-0e8f262d13de', 'LastModifiedOn': '/Date(1600045333916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 240.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 36.0, 'BCUnitPrice': 12.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'cd044c54-26e4-4484-8716-a6e37c1422d4', 'LastModifiedOn': '/Date(1600045333916)/'}]",16e89c90-b082-47ab-beff-63daa43fe5aa,2020-09-14 13:02:13.916
